book,n,lgbm_reference,historical,recalibrated
atm_straddle_30d,1484,0.2210242587601078,0.1293800539083558,0.1057951482479784
risk_reversal_25d_30d,1497,0.1763527054108216,0.1042084168336673,0.1075484301937207
short_put_spread_25delta_10delta_30d,988,0.1680161943319838,0.0951417004048583,0.1052631578947368
